temperature,humidity,wind_speed,visibility,clouds,pressure,rain_1h,will_rain,comfort_level
15.6,77.0,15.49,8.05,43.2,1027.1,0.0,0,1
41.8,53.8,11.57,7.87,82.2,1013.3,2.34,1,0
43.2,77.8,20.28,0.42,46.8,1018.8,0.0,0,0
-7.3,86.7,13.71,2.05,31.7,996.9,0.26,1,0
-1.3,83.1,3.32,2.41,45.3,1011.0,0.0,0,0
14.6,81.1,15.46,1.22,15.6,1006.2,3.72,1,0
21.9,44.9,4.27,2.35,57.6,1005.4,0.0,0,2
-0.6,69.7,21.31,2.65,49.2,1038.5,0.0,0,0
22.7,18.1,15.15,0.99,95.9,1022.9,0.0,0,1
28.7,63.1,11.25,8.6,95.7,1009.9,0.0,0,1
22.1,58.5,11.36,2.17,0.4,994.5,0.0,0,1
10.9,50.4,24.52,3.57,45.2,988.0,3.88,1,1
21.4,78.5,3.75,5.76,25.4,993.7,0.65,1,1
7.0,20.5,24.65,3.16,13.0,991.9,0.0,0,0
-6.5,87.6,24.04,2.54,45.0,981.3,0.0,0,0
12.8,34.3,5.17,6.57,41.6,990.8,0.0,0,1
21.1,87.3,2.94,7.88,67.4,986.9,2.21,1,1
42.0,22.7,16.07,3.88,95.7,999.8,0.0,0,0
39.6,34.3,20.09,9.96,25.3,1006.2,0.0,0,0
6.2,11.4,5.5,2.89,44.4,990.3,0.0,0,0
28.8,17.7,16.25,6.57,95.6,980.2,4.64,1,0
41.3,74.9,19.14,1.01,51.4,993.9,4.05,1,0
-2.6,52.2,23.46,1.94,97.8,1039.7,0.0,0,0
-0.6,38.4,10.61,3.16,28.1,1038.3,0.0,0,0
30.3,10.0,14.9,9.17,28.8,991.1,0.0,0,0
29.2,71.9,7.98,2.6,95.6,1035.4,4.23,1,1
14.9,48.2,3.92,4.32,53.7,981.4,0.0,0,2
33.0,71.2,15.88,9.1,1.8,1013.4,0.0,0,0
19.8,39.2,3.41,8.89,47.1,1032.7,0.0,0,2
27.1,82.4,16.48,4.04,51.4,1028.2,0.0,0,0
11.3,18.6,22.86,1.0,64.8,1004.8,3.4,1,0
-6.3,63.4,19.3,8.3,17.1,1033.8,0.0,0,0
38.5,53.7,13.55,9.2,90.0,1006.9,1.97,1,0
11.3,35.8,6.71,8.62,7.0,1020.7,0.0,0,2
8.9,15.5,6.75,7.71,88.5,993.3,2.35,1,0
38.0,78.7,12.83,6.74,84.7,980.6,4.54,1,0
30.7,58.9,13.24,3.54,52.1,1019.3,0.0,0,1
29.3,87.5,3.87,4.57,40.8,1021.2,3.2,1,1
38.3,47.6,22.78,9.93,10.6,994.0,0.0,0,0
42.7,18.8,0.37,1.69,99.6,990.8,4.24,1,0
-8.9,64.4,6.93,8.64,28.3,1021.2,0.0,0,0
2.2,13.1,10.23,2.96,80.9,1028.0,0.0,0,0
23.4,64.4,20.68,4.31,27.5,995.9,0.0,0,1
14.7,49.6,2.28,7.21,21.4,991.8,0.0,0,2
2.5,62.5,9.29,4.54,53.7,992.2,4.4,1,0
13.9,47.1,0.89,5.03,55.4,1013.5,0.0,0,2
-0.2,32.7,20.27,9.48,13.6,1009.9,0.0,0,0
-6.7,39.3,3.59,7.13,53.4,988.6,4.04,1,1
-0.3,64.6,8.42,5.9,31.6,985.2,0.0,0,0
0.3,48.5,16.46,2.71,1.2,1011.1,0.0,0,0
43.0,63.1,11.78,5.78,92.8,1029.7,0.0,0,0
3.0,33.6,12.61,7.47,50.3,984.1,0.0,0,0
34.3,36.1,16.6,4.32,88.9,1030.7,0.0,0,1
28.0,89.5,12.39,3.2,75.4,993.2,4.33,1,0
29.8,46.3,5.37,3.62,28.4,990.6,0.0,0,1
3.9,50.9,9.65,9.82,39.1,984.8,2.95,1,1
23.0,47.7,10.8,0.63,51.7,1010.3,0.52,1,1
-3.2,19.1,15.24,2.05,25.1,990.4,0.0,0,0
37.0,30.7,8.19,2.18,49.2,981.2,0.0,0,0
18.8,90.9,4.11,8.06,79.2,987.6,0.85,1,1
4.0,33.7,13.91,4.17,94.8,987.6,0.0,0,0
2.7,79.6,8.47,1.52,85.8,998.5,2.83,1,0
15.9,54.6,18.31,0.97,66.8,1033.7,0.7,1,1
29.4,49.4,10.09,1.46,50.7,987.6,0.0,0,1
32.0,33.2,12.02,9.92,68.7,1030.5,0.0,0,1
32.2,13.6,3.07,2.11,40.2,1030.7,0.0,0,0
26.0,73.8,14.65,3.64,57.7,1000.5,4.96,1,0
-3.0,16.5,21.96,3.09,65.0,999.7,1.31,1,0
8.9,47.0,18.01,5.16,94.4,982.5,0.0,0,1
22.1,92.8,1.23,5.78,85.4,994.5,0.0,0,2
-9.0,75.9,23.33,6.61,43.9,982.7,0.0,0,0
15.9,12.6,17.25,4.87,12.4,992.9,2.87,1,0
24.2,55.5,20.43,8.62,61.6,980.8,0.0,0,2
13.0,60.9,16.23,3.57,91.7,988.0,0.0,0,1
-9.8,93.2,2.81,1.04,33.3,1002.4,2.93,1,0
14.4,13.1,7.99,8.12,69.0,1023.5,0.0,0,1
7.1,19.0,6.81,8.33,98.0,1009.6,0.7,1,0
7.7,62.1,1.88,9.44,36.5,1034.8,0.0,0,1
31.5,64.6,15.67,6.42,62.9,1013.2,0.0,0,1
30.3,79.9,21.81,2.23,8.4,1009.0,0.0,0,0
35.6,49.9,14.27,5.32,3.8,1016.9,0.0,0,1
-1.3,63.5,14.84,1.73,12.3,1038.8,0.0,0,0
2.5,25.4,16.69,6.13,64.4,985.3,0.0,0,0
11.4,38.2,11.56,3.96,86.4,1035.8,0.0,0,1
37.5,80.3,23.27,2.53,57.7,996.5,0.0,0,0
-9.7,60.8,8.48,3.29,64.5,1031.1,0.0,0,0
36.9,33.8,12.99,4.56,1.2,1013.4,0.0,0,0
22.6,76.3,14.28,0.76,11.6,1015.8,0.4,1,0
13.6,59.9,8.22,7.23,64.4,1000.0,0.0,0,1
25.7,67.4,13.84,0.21,69.7,1002.6,0.0,0,1
35.0,62.9,6.3,2.12,34.0,1008.6,0.0,0,0
18.3,24.9,24.44,1.17,93.2,1034.8,0.0,0,1
29.9,49.2,15.75,3.47,30.1,1014.7,0.0,0,1
21.9,35.8,9.17,0.93,5.2,995.2,0.52,1,1
34.7,13.5,16.47,2.8,87.2,1009.1,2.59,1,0
11.0,60.8,2.86,9.97,42.6,1000.9,0.0,0,2
10.0,85.0,11.36,7.22,10.7,1030.8,0.0,0,0
1.6,23.1,7.91,9.76,25.7,1007.4,0.0,0,0
11.8,61.4,23.83,5.22,81.9,1012.8,1.58,1,0
21.7,95.6,21.48,2.36,22.0,992.1,0.0,0,1
36.9,79.7,9.82,5.09,46.4,995.2,0.0,0,0
-8.3,21.9,22.16,7.54,42.3,1011.0,0.0,0,0
30.7,80.6,19.08,7.25,20.5,1000.3,0.0,0,0
8.2,77.9,8.23,1.47,39.9,1038.8,3.06,1,0
13.8,16.4,12.2,7.05,51.3,1032.3,0.0,0,0
-5.3,94.3,9.45,5.81,79.2,999.5,0.68,1,0
6.0,23.0,20.28,2.3,71.7,1036.6,0.0,0,0
19.7,51.5,8.15,4.81,60.3,1039.2,0.0,0,2
37.4,90.0,11.7,6.61,89.5,1003.6,0.0,0,0
12.9,64.1,17.75,9.51,24.5,1024.8,0.0,0,1
4.8,79.9,13.81,6.64,32.3,1008.9,0.0,0,0
12.3,27.9,24.04,5.16,73.4,1004.7,0.0,0,1
12.4,46.8,13.6,5.48,49.7,988.1,0.0,0,1
-0.7,21.4,23.32,6.09,65.9,1004.1,0.0,0,0
25.1,79.2,9.21,9.6,82.0,1031.2,1.35,1,1
5.7,34.4,21.39,0.42,7.6,996.4,1.16,1,0
33.9,60.7,0.14,4.35,40.8,986.8,0.0,0,1
28.6,74.9,18.21,0.1,95.4,1028.9,0.0,0,1
-9.1,94.0,20.24,8.39,9.3,1024.3,0.0,0,0
27.3,61.4,23.64,4.49,59.9,1008.6,0.0,0,1
-5.8,55.1,17.17,7.94,58.3,1034.5,0.0,0,0
-6.5,46.2,0.59,3.36,53.7,1034.6,0.0,0,1
-3.0,18.4,14.73,5.37,26.6,1034.0,0.0,0,0
12.1,90.1,9.6,7.39,47.6,987.4,0.0,0,1
15.0,76.1,9.18,0.29,10.1,1009.8,0.0,0,1
8.4,72.6,17.47,7.07,49.3,1034.9,0.0,0,0
14.8,27.9,7.69,0.52,63.4,994.9,3.85,1,1
8.0,31.8,4.23,7.77,13.0,1007.2,0.0,0,1
27.8,67.0,20.27,0.54,29.6,996.8,1.45,1,0
7.0,57.0,16.59,3.87,71.9,1000.2,2.71,1,0
-8.7,17.2,10.45,9.43,72.2,985.3,0.0,0,0
30.3,65.0,20.51,4.1,22.2,1010.7,0.0,0,1
19.6,60.9,23.72,9.03,87.6,1028.1,0.0,0,1
-4.6,33.9,12.38,8.48,50.5,1024.9,0.0,0,0
3.9,75.9,4.12,3.58,26.5,1001.0,0.0,0,0
10.2,60.0,2.5,8.07,37.0,1018.9,0.0,0,2
1.5,89.6,15.41,4.34,18.2,1036.5,0.0,0,0
1.4,40.4,20.24,6.99,76.6,1006.5,0.0,0,1
11.3,29.0,15.82,9.76,31.1,1007.7,0.0,0,1
19.8,85.9,19.04,0.68,99.8,1025.1,0.0,0,1
25.8,87.1,2.81,3.54,87.6,992.1,3.94,1,1
36.0,24.6,21.36,6.9,52.0,1029.8,0.0,0,0
0.7,35.6,12.63,5.36,80.6,1027.5,0.0,0,1
32.9,27.3,1.25,8.75,7.6,994.8,0.0,0,1
12.5,88.9,7.45,0.22,30.1,1014.7,2.67,1,0
38.2,92.1,6.65,4.68,54.9,1036.9,0.0,0,0
2.9,75.4,9.45,0.18,0.9,1007.6,0.0,0,0
-8.8,71.8,7.35,5.64,30.1,990.0,1.16,1,0
19.4,27.9,12.71,1.66,67.1,1025.2,2.34,1,1
-6.1,63.8,6.61,5.32,51.7,1035.5,0.0,0,0
22.1,46.1,23.73,7.79,28.5,1030.7,0.0,0,2
35.6,84.1,4.72,7.04,29.1,997.8,3.63,1,0
2.6,10.1,17.88,1.79,10.4,994.3,0.0,0,0
16.2,14.0,24.26,7.19,32.3,999.1,0.0,0,0
24.4,23.2,4.72,8.61,25.6,1002.8,0.0,0,2
26.5,40.8,17.09,0.29,73.6,1009.2,0.0,0,1
42.5,93.3,22.73,5.17,36.0,1007.9,0.0,0,0
38.6,28.6,22.95,8.17,97.9,1032.8,0.53,1,0
-3.8,36.2,15.35,8.06,89.9,1017.4,0.93,1,0
-4.5,42.7,12.53,0.53,34.8,990.8,0.0,0,0
15.5,54.6,10.69,9.56,21.5,1011.0,0.0,0,1
20.6,93.6,9.45,4.69,8.9,1016.5,0.0,0,1
-1.2,59.0,13.31,0.85,69.8,1017.4,2.35,1,0
29.6,57.6,9.89,3.29,61.0,1036.3,0.0,0,1
-5.9,51.5,22.27,1.04,98.9,1036.9,4.67,1,0
10.0,86.0,10.46,4.46,63.4,1026.5,2.97,1,0
0.3,41.1,8.7,4.74,33.4,986.4,0.17,1,1
15.9,95.9,2.89,9.47,73.3,1018.2,0.0,0,1
35.5,19.6,12.62,7.0,58.7,1030.0,0.0,0,0
28.0,58.1,9.48,3.47,62.1,1033.5,0.0,0,1
35.4,46.2,2.56,0.71,5.1,1002.8,0.0,0,1
29.5,76.9,1.27,2.29,27.4,1012.9,0.67,1,1
41.9,82.4,4.52,4.13,35.6,1027.5,0.0,0,0
-3.0,76.5,9.92,2.7,37.5,1009.9,1.21,1,0
11.9,11.7,19.31,1.79,4.4,1019.2,0.0,0,0
34.8,54.4,5.13,7.4,70.0,994.8,0.0,0,1
-4.3,98.4,21.51,6.91,93.9,1023.3,2.21,1,0
-6.1,45.1,18.54,3.93,33.0,1015.7,0.0,0,0
-7.4,44.7,3.96,6.98,10.6,1019.9,0.0,0,1
0.9,94.3,0.46,4.43,2.2,1009.0,0.0,0,1
7.7,21.9,9.41,6.76,78.2,1011.8,0.0,0,0
1.0,35.9,4.05,2.57,22.5,1011.2,0.0,0,1
42.0,27.6,16.04,8.19,56.0,995.3,0.0,0,0
-7.8,37.5,18.62,0.57,21.9,1022.4,0.0,0,0
15.0,72.8,9.7,1.68,39.8,1014.8,0.0,0,1
-6.2,55.7,8.22,5.13,2.4,998.8,0.0,0,1
20.5,50.6,7.14,3.05,38.3,1030.1,0.0,0,2
14.1,45.4,21.16,4.33,55.2,993.9,0.0,0,1
19.3,82.8,19.52,2.23,71.6,1028.0,0.86,1,0
-9.9,50.6,8.81,5.59,18.8,1031.6,0.0,0,1
2.5,53.3,12.47,2.23,27.2,990.2,0.0,0,0
32.4,51.6,17.85,7.39,13.8,1038.0,0.0,0,1
1.2,26.8,3.14,1.47,74.8,1008.2,0.0,0,1
31.0,64.4,17.16,0.28,31.2,1018.3,0.16,1,0
36.9,71.6,6.63,6.91,79.2,998.4,4.66,1,0
9.0,19.6,12.3,7.71,22.2,996.2,0.0,0,0
44.5,27.8,14.39,9.26,14.7,1038.3,0.0,0,0
38.7,29.3,15.85,7.63,98.6,990.8,0.0,0,0
8.6,25.8,10.53,7.96,46.5,1012.3,0.0,0,0
12.0,65.4,9.13,3.99,69.6,1036.3,0.0,0,1
32.3,18.0,5.28,5.07,2.0,995.2,0.0,0,0
-9.2,33.8,12.85,5.77,92.6,1018.7,0.0,0,0
41.2,80.6,5.0,1.4,67.6,1013.6,0.0,0,0
30.6,66.3,24.66,5.38,11.3,1029.7,0.0,0,1
32.8,96.1,17.42,6.0,46.0,1001.9,0.0,0,0
25.0,77.6,16.96,2.06,49.4,1027.5,0.0,0,1
19.5,79.4,16.53,4.15,89.5,989.8,0.0,0,1
-3.5,11.3,22.25,2.53,73.0,1028.7,0.0,0,0
44.5,36.5,17.76,1.24,40.7,1030.9,0.0,0,0
22.5,55.3,16.15,9.73,5.6,1014.4,0.0,0,2
16.5,17.1,14.01,3.39,15.5,1030.9,0.0,0,0
41.3,82.5,17.32,0.15,42.8,991.8,0.0,0,0
-0.4,35.7,12.92,2.71,21.0,1015.9,0.29,1,0
10.5,74.9,13.87,4.29,56.6,1001.9,0.0,0,1
-7.0,70.6,22.28,8.06,18.4,997.8,0.0,0,0
-5.4,83.1,17.97,7.32,10.0,1023.1,0.0,0,0
35.7,13.7,0.58,3.79,14.9,1013.5,0.0,0,0
11.5,86.0,0.01,1.77,3.0,999.7,0.0,0,1
-4.7,64.6,11.29,9.39,12.3,992.7,2.17,1,0
5.3,88.3,15.12,6.18,53.2,985.5,5.0,1,0
35.9,90.4,20.58,1.12,22.7,980.2,0.54,1,0
16.0,70.9,21.86,7.52,93.9,983.2,3.31,1,0
5.9,32.8,8.27,2.77,51.1,1006.4,0.0,0,0
27.0,44.8,6.28,1.75,34.9,1024.5,0.0,0,1
26.7,31.1,14.7,5.75,48.4,1013.0,0.0,0,1
21.1,74.4,2.74,7.52,13.6,984.0,0.0,0,2
42.6,15.4,11.08,1.94,48.5,1029.8,0.0,0,0
24.9,41.9,15.08,3.19,91.0,1032.2,0.0,0,1
7.9,36.4,0.84,8.18,45.0,999.5,0.0,0,1
35.0,21.2,21.44,8.99,94.7,1003.8,1.87,1,0
8.3,25.9,15.18,4.82,86.6,981.9,0.0,0,0
32.0,78.4,22.15,7.32,92.8,1000.0,0.07,1,0
-9.6,31.6,2.52,2.68,17.7,981.7,0.0,0,0
-9.5,76.2,3.8,9.13,89.3,1019.2,0.0,0,0
-9.7,98.6,21.95,8.96,65.9,1000.7,0.0,0,0
6.0,60.6,2.49,9.23,14.1,993.5,0.0,0,1
32.0,65.7,5.8,0.11,75.7,1039.1,0.0,0,0
15.3,91.3,10.25,5.3,47.7,1006.9,0.0,0,0
19.0,38.5,6.45,0.47,58.3,993.8,3.27,1,1
27.5,77.7,12.59,8.95,93.6,1028.4,0.0,0,1
6.7,98.5,6.85,2.11,44.2,983.4,0.0,0,0
22.4,60.1,16.39,5.02,3.2,1016.7,0.0,0,1
12.9,78.2,5.68,2.29,16.1,1002.3,0.0,0,1
35.5,44.5,14.73,7.24,24.1,990.1,0.0,0,1
24.0,98.3,8.44,7.06,22.3,995.7,0.0,0,1
7.6,25.1,6.57,0.45,70.4,1009.5,0.86,1,0
-4.4,65.1,2.36,7.57,2.1,995.0,0.0,0,1
29.5,16.6,20.53,4.98,84.7,1016.0,0.0,0,0
44.6,30.9,15.6,4.66,3.9,980.9,3.25,1,0
21.2,59.8,0.8,4.75,92.5,1003.9,0.0,0,2
32.9,80.6,12.98,8.59,39.1,1033.3,1.4,1,0
-7.1,81.6,10.43,2.37,23.2,1034.1,0.0,0,0
20.4,65.4,11.86,3.98,91.5,987.5,1.72,1,1
17.4,51.2,12.97,1.49,51.3,994.5,0.32,1,1
31.9,48.5,15.67,7.3,67.9,1008.2,0.0,0,1
10.7,67.6,12.37,8.51,87.5,990.2,3.15,1,1
6.6,11.7,22.22,2.35,92.9,1023.0,0.0,0,0
1.1,31.1,13.03,1.8,30.5,999.3,1.03,1,0
33.4,25.0,0.71,6.33,97.6,999.9,2.85,1,1
39.8,80.6,15.56,3.22,54.2,985.5,0.0,0,0
29.9,96.9,6.51,0.28,54.6,1022.4,0.0,0,1
0.7,33.6,12.81,3.37,86.1,1008.4,0.0,0,0
21.9,79.6,8.32,8.33,27.5,1012.8,2.38,1,1
7.5,34.0,24.17,1.68,78.7,1039.0,3.5,1,0
3.9,13.6,10.07,9.36,1.2,1015.3,0.0,0,0
38.0,17.6,17.04,6.83,66.9,1036.5,0.0,0,0
-7.7,52.4,9.95,3.17,45.1,1003.1,0.0,0,0
43.9,18.0,23.06,4.85,62.4,1029.8,0.0,0,0
13.7,46.9,9.37,9.26,82.9,986.5,2.14,1,1
-4.6,65.7,3.59,5.27,0.7,999.0,0.0,0,1
16.6,98.0,21.85,3.65,4.5,1030.7,0.0,0,0
35.1,21.5,24.95,2.66,72.4,1034.5,4.54,1,0
7.0,97.9,7.03,9.54,5.4,1022.6,0.0,0,0
16.3,30.1,17.64,1.99,55.3,995.2,0.0,0,1
-8.4,28.0,6.06,4.2,23.3,1009.5,0.0,0,0
29.2,62.2,2.23,6.97,16.6,1027.2,0.0,0,1
12.9,41.5,21.47,1.35,56.6,988.5,0.0,0,1
39.8,49.1,12.2,9.28,52.1,1009.3,0.0,0,0
27.9,19.6,20.53,4.41,7.2,1027.2,0.0,0,0
-4.5,67.0,22.0,8.89,95.8,1032.1,1.9,1,0
35.0,43.0,15.04,6.1,36.5,1034.3,0.0,0,1
15.6,99.8,12.34,1.87,51.3,1028.8,0.0,0,0
33.4,73.7,6.36,8.63,89.3,991.6,4.88,1,0
37.8,90.4,22.16,5.46,64.6,1012.7,3.73,1,0
17.8,68.3,12.57,4.97,17.2,996.7,0.98,1,0
43.5,23.8,6.73,5.95,61.0,989.2,0.0,0,0
33.2,31.4,7.22,9.39,82.6,1021.9,2.09,1,0
20.8,26.9,11.21,6.05,32.7,1026.9,0.0,0,1
7.8,85.5,2.59,8.39,15.3,985.0,0.0,0,1
16.0,91.7,9.08,2.94,50.1,1007.4,3.47,1,0
31.8,86.8,24.32,2.74,71.6,1003.7,2.38,1,0
44.7,75.6,23.81,8.37,90.3,1028.9,1.26,1,0
10.4,11.8,13.1,5.1,52.5,1038.4,0.0,0,0
-1.1,43.2,10.6,3.67,79.8,1011.4,0.0,0,0
36.9,82.5,3.31,7.17,43.5,997.7,2.44,1,0
9.5,32.6,17.37,7.72,24.5,983.0,0.0,0,0
-9.5,94.3,15.69,3.29,24.6,980.5,0.69,1,0
23.7,25.0,13.22,5.94,29.8,982.1,0.13,1,0
30.7,38.6,19.91,4.37,45.3,1010.8,0.0,0,1
5.0,20.9,13.9,3.34,44.2,1018.8,0.0,0,0
24.1,59.0,18.49,7.09,53.4,1020.7,0.0,0,2
13.8,47.1,19.11,5.87,7.1,1033.5,0.0,0,1
31.2,78.3,23.83,0.64,59.7,1005.7,0.45,1,0
20.9,53.1,2.61,6.16,73.8,1026.0,0.0,0,2
12.5,95.8,21.64,3.04,15.9,1006.1,0.0,0,0
21.7,62.5,18.75,5.15,10.5,1031.5,0.0,0,1
43.4,20.6,23.96,1.0,23.1,982.8,0.0,0,0
36.8,49.1,23.21,5.94,63.0,1030.7,1.77,1,0
39.8,91.1,24.41,9.03,12.7,1029.4,0.0,0,0
44.5,52.5,13.85,5.34,32.2,984.5,0.0,0,0
34.1,22.6,19.42,6.3,40.9,995.2,0.0,0,0
28.5,59.3,15.24,1.0,47.4,991.6,3.31,1,1
40.1,46.3,5.19,6.52,87.1,1024.9,0.0,0,1
19.5,77.7,3.5,3.55,39.0,1010.7,0.0,0,1
38.1,22.1,4.32,3.64,29.1,1016.9,0.0,0,0
42.9,68.8,20.95,5.3,20.8,1011.5,0.0,0,0
30.8,29.8,9.21,3.7,95.9,1006.6,0.0,0,1
31.3,33.9,14.3,8.95,47.5,1036.7,0.0,0,1
-5.9,90.2,21.19,9.93,67.9,1036.2,0.0,0,0
36.4,61.2,9.56,9.35,43.2,1012.3,0.0,0,1
21.1,52.3,1.2,8.83,44.4,1015.3,0.0,0,2
-9.8,32.1,17.61,1.08,90.9,992.9,0.91,1,0
-9.2,79.5,21.88,6.18,18.8,997.1,0.0,0,0
42.5,32.3,18.29,4.45,29.8,1007.4,0.0,0,0
33.9,31.9,18.14,0.78,95.5,991.6,0.0,0,0
34.5,97.1,11.95,7.3,37.1,991.1,0.83,1,0
44.0,18.7,14.73,6.3,53.8,1019.7,0.0,0,0
20.5,35.8,23.5,7.64,97.3,982.3,0.98,1,1
-9.4,31.8,16.97,2.39,50.9,1033.3,0.0,0,0
11.7,43.5,11.39,1.85,63.4,1001.8,0.0,0,1
31.6,64.9,9.11,2.18,77.6,1009.2,0.98,1,1
-0.9,79.9,5.72,5.31,45.2,1014.8,0.0,0,0
37.7,50.6,0.38,4.32,60.6,1013.5,0.0,0,1
-1.5,68.2,4.57,7.53,33.9,1022.6,0.0,0,1
12.4,73.5,5.67,7.97,63.1,1015.3,2.41,1,1
22.9,52.5,17.46,4.39,20.2,992.8,1.5,1,1
31.2,81.5,5.06,9.59,50.2,1035.0,0.0,0,1
29.7,17.7,5.5,0.19,71.6,1000.7,0.0,0,0
8.6,83.7,3.27,1.82,34.1,1004.5,3.82,1,0
-4.7,41.6,20.93,0.76,94.2,1039.2,1.46,1,0
10.5,79.9,14.9,6.48,75.8,987.1,0.0,0,0
28.8,62.0,22.24,7.03,20.2,1005.8,0.0,0,1
-7.0,95.9,3.21,7.0,50.6,981.5,0.0,0,0
36.9,57.2,5.72,1.3,36.3,995.3,0.0,0,1
43.2,61.7,22.25,6.54,47.5,1031.3,0.0,0,0
37.8,36.2,3.22,8.57,58.7,1033.3,0.0,0,1
-7.1,55.1,9.37,6.3,79.4,996.8,0.0,0,1
29.0,22.1,20.35,6.1,95.0,1000.4,2.53,1,0
-5.3,97.3,0.97,7.56,52.5,1002.1,3.11,1,0
22.2,35.3,22.76,3.11,45.0,1012.6,0.0,0,1
41.3,43.7,2.02,3.93,60.0,1010.8,0.0,0,1
-6.9,35.6,20.48,0.89,85.5,985.5,0.0,0,0
9.8,65.1,3.82,0.76,21.6,987.7,2.57,1,0
22.4,81.1,16.41,6.13,41.2,1008.4,0.0,0,1
36.3,30.7,0.14,6.55,20.2,1033.4,0.0,0,1
-5.8,19.6,12.38,6.13,27.5,1023.0,0.0,0,0
7.9,12.3,18.75,2.23,83.4,1005.2,0.0,0,0
38.0,87.7,9.29,2.17,77.5,1006.0,4.52,1,0
0.9,12.3,0.51,6.26,66.2,998.7,1.7,1,0
27.4,15.2,23.23,2.3,100.0,990.3,0.0,0,0
2.3,17.3,21.87,8.6,40.4,1022.1,0.0,0,0
36.9,38.4,13.09,4.91,35.4,1033.5,0.0,0,1
-1.8,61.9,16.44,2.03,39.1,1036.8,0.0,0,0
26.8,76.6,11.2,9.38,73.7,1007.5,0.0,0,1
28.1,63.3,21.97,3.63,30.0,992.8,0.22,1,0
37.9,71.1,16.51,6.18,84.9,1008.8,0.0,0,0
9.8,93.4,17.47,2.65,56.4,1012.0,2.96,1,0
7.3,14.7,23.72,6.45,87.7,1020.6,0.0,0,0
18.2,70.8,24.01,2.61,87.5,1035.4,4.66,1,1
11.9,95.8,17.57,0.52,90.7,1009.1,2.83,1,0
-1.8,52.2,20.78,0.25,27.3,980.1,0.0,0,0
30.1,81.9,23.63,6.12,25.5,1035.4,0.0,0,0
21.6,72.6,23.11,7.15,36.8,1022.8,1.93,1,1
12.3,25.0,0.58,1.42,65.5,1028.1,0.0,0,1
9.0,63.9,23.43,1.75,71.8,1025.3,4.31,1,0
34.7,13.0,2.28,0.59,33.5,1010.6,0.0,0,0
4.7,92.0,9.21,0.55,30.0,1011.9,0.0,0,0
5.1,21.8,20.48,9.96,33.0,1002.9,0.0,0,0
29.5,45.3,22.62,5.64,45.0,1018.8,0.0,0,1
33.7,13.6,8.31,4.76,31.5,1022.0,0.0,0,0
30.2,99.0,6.81,8.76,76.7,1001.7,0.0,0,1
-4.3,81.0,13.31,2.99,65.6,1018.5,0.15,1,0
13.8,61.3,21.92,9.29,52.9,1025.2,0.0,0,1
31.0,28.4,9.28,6.38,1.8,1023.3,0.0,0,1
12.0,50.3,21.28,7.78,28.8,999.4,0.0,0,1
21.0,24.6,7.75,9.01,68.8,1039.2,0.0,0,1
41.8,29.5,19.29,0.3,67.1,1008.2,4.31,1,0
37.0,12.0,15.24,3.74,41.6,1029.9,0.0,0,0
41.9,26.2,16.57,6.75,25.2,999.5,0.0,0,0
31.9,39.6,13.35,0.71,20.9,1009.1,4.22,1,1
29.5,94.9,17.34,9.41,55.5,1016.0,0.0,0,1
25.3,12.8,18.1,9.06,79.6,1015.0,0.0,0,1
44.5,18.2,16.68,2.91,64.0,1016.5,1.03,1,0
24.2,21.5,6.63,8.37,32.7,1009.3,0.0,0,1
2.5,45.1,15.16,7.58,90.2,1034.9,0.0,0,1
2.6,12.2,9.59,1.5,71.0,1019.7,4.18,1,0
3.7,48.9,16.7,4.35,44.1,983.9,0.0,0,1
32.1,92.4,10.34,4.29,70.3,1036.6,2.2,1,0
33.8,64.9,2.76,6.31,18.7,1010.6,0.0,0,1
38.2,51.6,6.99,2.39,87.4,990.3,0.94,1,0
32.5,52.7,8.78,3.67,85.2,1013.2,0.0,0,1
39.3,91.2,8.21,9.53,2.5,1002.6,0.0,0,0
5.1,34.6,7.57,6.16,43.8,1023.6,0.0,0,1
27.1,28.4,23.32,2.72,15.0,985.4,0.0,0,1
-3.7,22.5,7.5,2.89,60.4,1029.0,0.0,0,0
4.4,32.1,24.14,0.18,88.0,992.0,0.0,0,0
8.8,49.6,17.68,5.92,31.8,1013.2,0.0,0,1
-7.7,11.0,11.45,1.41,66.4,992.8,0.99,1,0
20.2,20.4,0.58,0.61,95.4,988.5,0.0,0,1
-6.3,19.7,12.72,4.7,95.2,1036.7,0.0,0,0
23.1,50.9,8.9,9.48,60.3,1014.7,0.23,1,2
42.0,38.2,11.06,1.23,83.7,981.7,0.0,0,0
-2.3,89.8,18.24,1.73,56.6,998.8,4.3,1,0
12.2,45.9,4.25,3.89,87.2,1001.8,0.0,0,2
42.0,23.0,4.43,8.64,39.3,980.3,0.0,0,0
22.9,81.9,3.33,1.19,92.2,1025.1,3.85,1,1
13.6,78.3,9.3,2.52,72.9,1005.2,0.0,0,1
9.2,93.0,23.32,2.49,79.8,1006.0,0.0,0,0
14.8,77.0,11.67,2.36,19.9,1005.5,0.0,0,0
23.3,72.0,7.06,4.87,4.4,1029.1,0.0,0,2
12.4,11.0,4.24,6.56,61.2,1027.3,3.82,1,1
27.8,39.1,13.64,1.56,45.3,1032.9,0.0,0,1
36.2,63.1,4.8,5.85,50.6,1003.9,0.0,0,1
12.9,16.5,2.47,4.22,30.5,1035.5,0.0,0,1
